Total Comp,Top 20,Wide Industry,Company,CEO,City of Birth,State of Birth,Age,Undergrad,UG Degree,UG Date,AgeOfUnder,Graduate,Grad Degree,MBA?,MasterPhd?,G_date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,other,St_gains,Comp for 5 yrs,Stock owned,Sales,Profits,Return over 5 yrs,Industry,Industry Code
3549720,FALSE,Health,Merck,Dr. P RoyVagelos,Westfield,NJ,64,U of Pennsylvan,AB,50,20,Columbia,MD,0,1,54,24,19,9,1040630,1200000,1309100,,23345800,0.07,10498,2166.2,9,Health-drugs,3
3538890,FALSE,Energy,Baker Hughes,Mr. James D Woods,Falmouth,KY,62,Cal St Fullerto,BA,67,35,,none,0,0,,,39,7,725000,175000,221293,2417590,9120770,0.174,2642,71.5,3,Energy-oilfield services,12
3514220,FALSE,Travel,Promus Cos,Mr. Philip G Satre,Palo Alto,CA,45,Stanford U,BA,71,22,U of Cal Davis,JD,0,1,75,26,14,1,345639,342183,2826400,,,0.388,1252,91.8,51,Travel-hotelsrecreation,8
3501910,FALSE,Entertainment,Reader's Digest Asso,Mr. George V Grune,White Plains,NY,64,Duke U,AB,52,22,,none,0,0,,,34,10,822693,500000,2179220,,22576700,0.24,2821,271.9,18,Entertainmentinformation-publishing,17
3493700,FALSE,Insurance,Old Republic Interna,Mr. A C Zucaro,France,,55,CUNY Queens,BS,62,23,,none,0,0,,,18,4,454850,400000,5486,2633370,5715640,0.355,1736,166.4,19,Insurance-diversified,4
3414220,FALSE,Consumer,Gillette,Mr. Alfred M Zeien,New York,NY,64,Webb Institute,BS,52,22,,none,0,0,,,26,3,908333,675000,157273,1673620,14248200,0.138,5411,426.9,31,Consumer nondurables-personal products,18
3409250,FALSE,Financial,Alex Brown,Mr. Alvin B Krongard,Baltimore,MD,58,Princeton,AB,58,22,U of Maryland,JD,0,1,75,39,23,3,200000,2723350,323398,162499,7023870,1.751,628,89.2,21,Financial services-brokerage,1
3404080,FALSE,Health,Bergen Brunswig,Mr. Robert E Martini,Hackensack,NJ,62,Ohio State U,BS,54,22,,none,0,0,,,38,4,559154,200000,139648,2505280,6498920,7.49,7058,27,1,Health-drugs,3
3382450,FALSE,Financial,Barnett Banks,Mr. Charles E Rice,Chattanooga,TN,58,U of Miami,BBA,58,22,Rollins C,MBA,1,1,64,28,29,15,685000,1015500,881971,799975,8830270,0.105,3130,421,10,Financial services-regional banks,1
3367040,FALSE,Travel,Caesars World,Mr. HenryGluck,Germany,,66,U of Pennsylvan,BS,50,22,,none,0,0,,,12,11,862400,848000,1656640,,12945000,1.189,1013,92.5,8,Travel-hotelsrecreation,8
3366480,FALSE,Financial,Valley Bancorp,Mr. Peter M Platten III,Green Bay,WI,54,U of Wisc Madis,BBA,62,22,,none,0,0,,,29,5,373000,74600,55742,2863140,5440050,1.094,377,45.9,22,Financial services-regional banks,1
3364990,FALSE,Financial,Countrywide Credit I,Mr. David S Loeb,New York,NY,70,NYU,BS,51,27,,none,0,0,,,25,25,892309,1775000,101485,596197,11045700,2.233,1078,171.4,45,Financial services-leasefinance,1
3356250,FALSE,Energy,Chevron,Mr. Kenneth T Derr,Wilkes-Barre,PA,57,Cornell,BSM,59,22,Cornell,MBA,1,1,60,23,34,5,900000,914000,1542250,,9791540,0.021,32123,1265,15,Energy-international oils,12
3351880,FALSE,Chemicals,International Flavor,Mr. Eugene P Grisanti,Buffalo,NY,64,Boston U,LLB,53,23,Harvard,LLM,0,1,54,24,34,9,700000,350000,2301880,,11978400,1.395,1189,202.5,20,Chemicals-specialized,15
3351020,FALSE,Health,BauschLomb,Mr. Daniel E Gill,Ziegler,IL,57,Northwestern U,BS,58,21,,none,0,0,,,15,13,950000,680000,1636800,84219,21702700,0.186,1872,156.5,16,Health-medical supplies,3
3350860,FALSE,Food,RJR Nabisco,Mr. Charles M Harper,Lansing,MI,66,Purdue U,BS,49,21,U of Chicago,MBA,1,1,50,22,1,1,704615,1750000,896247,,,0.055,15104,-3,-15,Fooddrinktobacco-tobacco,0
3315930,FALSE,Metals,Maxxam,Mr. Charles E Hurwitz,Kilgore,TX,54,U of Oklahoma,BS,62,22,,none,0,0,,,16,14,558250,400000,88102,2269580,20204400,30.786,2031,-131.9,5,Metals-nonferrous metals,5
3296380,FALSE,Financial,Signet Banking,Mr. Robert M Freeman,Richmond,VA,53,U of Virginia,BS,63,22,,none,0,0,,,23,5,530200,488500,374196,1903490,6348370,0.256,1169,174.4,26,Financial services-regional banks,1
3276450,FALSE,Financial,Huntington Bancshare,Mr. FrankWobst,Germany,,60,U of Erlangen,BA,55,21,Rutgers,MBA,1,1,64,30,20,13,760000,646000,93344,1777100,8297420,0.514,1542,236.9,23,Financial services-regional banks,1
3274350,FALSE,Metals,Phelps Dodge,Mr. Douglas C Yearley,Oak Park,IL,58,Cornell,BS,58,22,,none,0,0,,,34,5,560000,300000,652657,1761690,15864600,0.154,2596,187.9,22,Metals-nonferrous metals,5
3251450,FALSE,Consumer,Cummins Engine,Mr. Henry B Schacht,Erie,PA,59,Yale,BS,56,21,Harvard,MBA,1,1,62,27,30,25,600000,450000,1630090,571359,10467000,0.219,4248,182.6,11,Consumer durables-automotive parts,18
3245430,FALSE,Financial,First Bank System,Mr. John F Grundhofer,Los Angeles,CA,55,Loyola U,BA,60,21,USC,MBA,1,1,64,25,4,4,587500,630000,460410,1567520,8174660,0.117,2231,298,14,Financial services-regional banks,1
3224090,FALSE,Financial,First Chicago,Mr. Richard L Thomas,Marion,OH,63,Kenyon C,BA,53,22,Harvard,MBA,1,1,58,27,36,2,719157,1300000,892206,312729,5434430,0.294,4827,804.5,11,Financial services-multinational banks,1
3214100,FALSE,Financial,Charles Schwab,Mr. Charles R Schwab,Sacramento,CA,56,Stanford U,BA,59,21,Stanford U,MBA,1,1,61,23,20,16,690012,2500230,23861,,12508300,22.844,1097,124.4,48,Financial services-brokerage,1
3202030,FALSE,Chemicals,FMC,Mr. Robert N Burt,Lakewood,OH,57,Princeton,BS,59,22,Harvard,MBA,1,1,64,27,21,3,562500,313875,44121,2281530,5644160,0.207,3754,41,7,Chemicals-diversified,15
3196490,FALSE,Food,IBP,Mr. Robert L Peterson,Hartington,NE,61,,,,,,none,0,0,,,33,14,1240000,1848050,108440,,15532100,0.126,11671,77.5,13,Fooddrinktobacco-food processors,2
3151000,FALSE,Chemicals,Sherwin-Williams,Mr. John G Breen,Cleveland,OH,59,John Carroll U,BS,56,21,Case Western,MBA,1,1,61,26,15,15,722800,560000,1392900,475295,10275900,0.583,2949,165.2,21,Chemicals-specialized,15
3087840,FALSE,Financial,First USA,Mr. John C Tolleson,,,46,,,,,,none,0,0,,,9,9,470000,352500,4430,2260910,10086100,2.07,581,64.1,173,Financial services-leasefinance,1
3077650,FALSE,Food,ConAgra,Mr. Philip B Fletcher,Watertown,NY,60,St Lawrence U,BS,54,20,MIT,MBA,1,1,70,36,12,2,800000,428600,1055690,793363,,0.223,23002,408.4,15,Fooddrink tobacco-food processors,0
3059790,FALSE,Chemicals,Lubrizol,Dr. Lester E Coleman,Akron,OH,63,U of Akron,BS,52,21,U of Illinois,PhD,0,1,55,24,39,16,652713,253310,83745,2070020,8391160,0.352,1526,85,17,Chemicals-specialized,15
3049780,FALSE,Chemicals,Union Carbide,Mr. Robert D Kennedy,Pittsburgh,PA,61,Cornell,BSM,55,22,,none,0,0,,,39,8,815000,590000,107829,1536950,9543830,0.148,4640,165,14,Chemicals-diversified,15
3042680,FALSE,Energy,Anadarko Petroleum,Mr. Robert J Allison Jr,Evanston,IL,55,U of Kansas,BS,60,21,,none,0,0,,,21,15,750000,675000,219371,1398310,12302800,0.349,476,40,13,Energy-other energy,12
3012660,FALSE,Financial,Bank of New York,Mr. JohnCarter Bacot,Utica,NY,61,Hamilton C,AB,55,22,Cornell,LLB,0,1,58,25,34,12,898462,1950000,164194,,8560330,0.21,3822,559,9,Financial services-regional banks,1
3007160,FALSE,Food,Archer Daniels Midla,Mr. Dwayne O Andreas,Worthington,MN,76,,,,,,none,0,0,,,24,24,2633570,,223925,149656,11209300,2.748,10315,468.7,15,Fooddrinktobacco-food processors,2
2993000,FALSE,Transport,Union Pacific,Mr. DrewLewis,Philadelphia,PA,62,Haverford C,BS,53,21,Harvard,MBA,1,1,55,23,8,7,850000,1450000,692997,,19079300,0.084,7561,705,15,Transport-railroad,7
2986320,FALSE,Food,PepsiCo,Mr. D WayneCalloway,Elkin,NC,58,Wake Forest U,BBA,59,23,,none,0,0,,,27,8,1191150,1700000,95170,,20514600,0.088,25021,1587.9,22,Fooddrinktobacco-beverages,2
2975850,FALSE,Insurance,UNUM,Mr. James F Orr III,Minneapolis,MN,51,Villanova,BS,65,22,Boston U,MBA,1,1,70,27,8,7,606154,454600,27439,1887660,11132000,0.171,3397,312,30,Insurance-lifehealth,4
2955800,FALSE,Health,US Healthcare,Mr. LeonardAbramson,Philadelphia,PA,61,Penn State U,BA,54,21,Nova U,MPA,0,1,78,45,18,18,1841000,1064400,50400,,16907100,11.48,2580,299.7,72,Health-health care services,3
2948250,FALSE,Financial,FirsTier Financial,Mr. David A Rismiller,Baltimore,MD,58,Ohio State U,BS,59,23,,none,0,0,,,6,5,310000,200000,550750,1887500,6027710,0.581,256,47.9,22,Financial services-regional banks,1
2909660,FALSE,Financial,BankAmerica,Mr. Richard M Rosenberg,Fall River,MA,64,Suffolk U,BS,52,22,Golden Gate U,LLB,0,1,66,36,8,4,700000,1500000,709655,,12228700,0.019,15900,1954,14,Financial services-multinational banks,1
2896050,FALSE,Financial,Wells Fargo,Mr. Carl E Reichardt,Houston,TX,62,USC,BA,56,24,,none,0,0,,,24,11,775000,1350000,592061,178988,8304100,0.262,4854,612,20,Financial services-regional banks,1
2878060,FALSE,ComputersComm,Arrow Electronics,Mr. Stephen P Kaufman,Cambridge,MA,52,MIT,BS,63,21,Harvard,MBA,1,1,65,23,12,8,504000,635644,220447,1517970,8435810,3.4,2536,81.6,45,Computerscommunications-peripherals,16
2859300,FALSE,Business,Pitney Bowes,Mr. George B Harvey,New Haven,CT,63,U of Pennsylvan,BS,54,23,,none,0,0,,,37,11,676667,585000,1100010,497620,10811500,0.199,3543,353.2,16,Business-supplies,13
2844130,FALSE,Retailing,Home Depot,Mr. BernardMarcus,Newark,NJ,65,Rutgers,BS,54,25,,none,0,0,,,16,16,600000,2080000,164134,,10784800,3.326,9239,457.4,51,Retailing-home improvement,6
2840250,FALSE,Consumer,Mattel,Mr. John W Amerman,Newark,NJ,62,Dartmouth,BA,53,21,Dartmouth,MBA,1,1,54,22,14,7,828759,825000,1006050,180436,19772300,0.281,2704,135.9,39,Consumer nondurables-photographytoys,18
2837870,FALSE,Health,Abbott Laboratories,Mr. Duane L Burnham,Excelsior,MN,52,U of Minnesota,BS,63,21,U of Minnesota,MBA,1,1,72,30,12,4,772615,725000,1340260,,18293500,0.053,8408,1399.1,17,Health-drugs,3
2797380,FALSE,Food,HJ Heinz,Dr. Anthony J F O'Reilly,Ireland,,58,U of Dublin,BCL,58,22,U of Bradford U,PhD,0,1,80,44,25,15,514000,372557,1910820,,120844000,1.279,7135,543.5,9,Fooddrinktobacco-food processors,2
2795510,FALSE,Business,Omnicom Group,Mr. BruceCrawford,West Bridgewate,MA,65,U of Pennsylvan,BS,52,23,,none,0,0,,,5,5,875000,565000,521138,834375,8024780,0.307,1516,85.3,23,Business-services,13
2793820,FALSE,Chemicals,WR Grace,Mr. J P Bolduc,Lewiston,ME,54,St Cloud State,BA,61,21,,none,0,0,,,11,1,800000,986000,1007820,,,0.296,4408,26,11,Chemicals-specialized,15
2793770,FALSE,Metals,Cyprus Amax Minerals,Mr. Milton H Ward,Bessemer,AL,61,U of Alabama,BS,55,22,U of New Mexico,MBA,1,1,74,41,2,2,747413,1500000,546359,,,0.259,1764,100.2,6,Metals-nonferrous metals,5
2782690,FALSE,Health,Baxter International,Mr. Vernon R Loucks Jr,Evanston,IL,59,Yale,BA,57,22,Harvard,MBA,1,1,63,28,28,14,693231,500000,918721,670733,15536500,0.117,8879,-268,8,Health-medical supplies,3
2765700,FALSE,ComputersComm,Texas Instruments,Mr. Jerry R Junkins,Fort Madison,IA,56,Iowa State,BS,59,21,SMU,MS,0,1,68,30,35,9,691850,740000,412048,921800,6003780,0.051,8523,476,16,Computerscommunications-peripherals,16
2757750,FALSE,Health,US Surgical,Mr. Leon C Hirsch,Bronx,NY,66,,,,,,none,0,0,,,30,30,1026020,352680,1379060,,114346000,3.056,1037,-138.7,17,Health-medical supplies,3
2756210,FALSE,ComputersComm,Sybase,Mr. Mark B Hoffman,Windom,MN,47,US Military Aca,BS,69,22,U of Arizona,MBA,1,1,79,32,10,10,303372,425000,1087,2026750,3857120,2.08,427,44.1,86,Computerscommunications-software,16
2755790,FALSE,Health,Hillenbrand Industri,Mr. W AugustHillenbrand,Batesville,IN,53,St Joseph's IND,BS,65,24,,none,0,0,,,28,5,586461,531000,1638330,,7986930,5.024,1448,145.8,25,Health-medical supplies,3
2755200,FALSE,ComputersComm,Lotus Development,Mr. Jim P Manzi,New York,NY,42,Colgate U,BA,73,21,Tufts U,MA,0,1,79,27,11,8,650000,650000,35046,1420160,29016600,2.683,981,55.5,29,Computerscommunications-software,16
2752850,FALSE,Insurance,Cincinnati Financial,Mr. Robert B Morgan,Yerkes,KY,60,Eastern Kentuck,BA,54,20,,none,0,0,,,28,3,524633,347030,,1881180,5083030,0.576,1442,202.2,23,Insurance-propertycasualty,4
2748420,FALSE,Business,Computer Sciences,Mr. William R Hoover,Bingham Canyon,UT,64,U of Utah,BS,53,23,U of Utah,MS,0,1,54,24,30,22,580962,440000,592679,1134780,8105350,1.059,2502,84.2,18,Business-services,13
2725440,FALSE,Financial,Banc One,Mr. John B McCoy,Columbus,OH,50,Williams C,BA,65,21,Stanford U,MBA,1,1,67,23,27,10,972500,1020000,732938,,11447700,0.125,7227,1120.6,20,Financial services-regional banks,1
2718320,FALSE,ComputersComm,US West,Mr. Richard D McCormick,Fort Dodge,IA,53,Iowa State,BSE,61,20,,none,0,0,,,9,3,700000,575000,1098460,344860,9265650,0.034,10294,394.4,11,Computerscommunications-telecommun,16
2702360,FALSE,Forest,International Paper,Mr. John A Georges,El Paso,TX,63,U of Illinois,BS,51,20,Drexel U,MBA,1,1,57,26,15,10,880833,525000,1296530,,14474600,0.169,13685,289,11,Forest products-paperlumber,9
2701230,FALSE,ComputersComm,Hewlett-Packard,Mr. Lewis E Platt,JohnsonCity,NY,53,Cornell,BSM,64,23,U of Pennsylvan,MBA,1,1,66,25,28,2,818750,53988,1365970,462527,,0.015,21426,1284,11,Computerscommunications-major systems,16
2684250,FALSE,Chemicals,EI du Pont de Nemour,Mr. Edgar S Woolard Jr,Washington,NC,60,NC State U,BS,56,22,,none,0,0,,,36,5,792000,450000,7005,1435240,11100300,0.069,32621,566,13,Chemicals-diversified,15
2682580,FALSE,Financial,First Union,Mr. Edward E Crutchfield,Dearborn,MI,52,Davidson C,BA,63,21,U of Pennsylvan,MBA,1,1,65,23,29,10,810000,810000,1062580,,9609750,0.06,5755,817.5,19,Financial services-regional banks,1
2668750,FALSE,Insurance,American National In,Mr. Robert L Moody,Galveston,TX,58,,,,,,none,0,0,,,12,3,2667730,,1016,,7328710,1.318,1329,185.5,11,Insurance-lifehealth,4
2656860,FALSE,Entertainment,Gannett,Mr. John J Curley,Easton,PA,55,Dickinson C,BA,60,21,Columbia,MS,0,1,63,24,24,8,800000,500000,618952,737910,10588900,0.12,3642,397.8,10,Entertainmentinformation-publishing,17
2626950,FALSE,Capital goods,Cooper Industries,Mr. RobertCizik,Scranton,PA,63,U of Connecticu,BA,53,22,Harvard,MBA,1,1,58,27,33,19,835000,400000,1391950,,13981100,0.222,6274,367.1,9,Capital goods-other industrial equipment,14
2599370,FALSE,Financial,Shawmut National,Mr. Joel B Alvord,Manchester,CT,55,Dartmouth,AB,60,21,Dartmouth,MBA,1,1,61,22,31,8,650000,650000,221247,1078130,8020240,0.117,1931,244.6,-1,Financial services-regional banks,1
2598470,FALSE,Financial,Household Internatio,Mr. Donald C Clark,Brooklyn,NY,62,Clarkson U,BBA,53,21,Northwestern U,MBA,1,1,61,29,39,12,923118,823815,851535,,11443300,0.377,4455,298.7,6,Financial services-leasefinance,1
2596990,FALSE,ComputersComm,Sprint,Mr. William T Esrey,Philadelphia,PA,54,Denison U,BA,61,21,Harvard,MBA,1,1,64,24,14,9,802084,817825,448104,528981,12392800,0.063,11368,468.3,8,Computerscommunications-telecommun,16
2595920,FALSE,Financial,Continental Bank,Mr. Thomas C Theobald,Cincinnati,OH,57,Col of the Holy,AB,58,21,Harvard,MBA,1,1,60,23,7,7,620000,922500,4364,1049060,6339640,0.37,1761,258,15,Financial services-multinational banks,1
2589510,FALSE,Construction,USG,Mr. Eugene B Connolly,New York,NY,62,Hofstra U,BS,54,22,Hofstra U,MBA,1,1,64,32,36,4,612500,717624,1259380,,4459970,0.016,1916,,-37,Construction-materials,0
2584440,FALSE,Energy,Mobil,Mr. Lucio A Noto,Brooklyn,NY,56,U of Notre Dame,BS,58,20,Cornell,MBA,1,1,62,24,32,1,608333,550000,601049,825056,,0.013,56576,2084,14,Energy-international oils,12
2579330,FALSE,Insurance,General Re,Mr. Ronald E Ferguson,Chicago,IL,52,Blackburn U,BA,63,21,U of Michigan,MS,0,1,65,23,25,7,768750,610000,414761,785819,9880650,0.074,3560,696.8,12,Insurance-propertycasualty,4
2578110,FALSE,Financial,First Commerce,Mr. IanArnof,McCrory,AR,54,Vanderbilt U,BA,61,21,Harvard,MBA,1,1,63,23,16,11,516667,210000,438233,1413210,5073240,0.505,496,95.2,26,Financial services-regional banks,1
2547860,FALSE,Travel,UAL,Mr. Stephen M Wolf,Oakland,CA,52,San Francisco S,BA,65,23,,none,0,0,,,6,6,625000,,1922860,,31391100,0.39,14511,-31,2,Travel-airlines,8
2544730,FALSE,Forest,Georgia-Pacific,Mr. Alston D Correll,Brunswick,GA,53,U of Georgia,BS,63,22,U of Maine,MS,0,1,67,26,6,1,816667,550000,1178060,,,0.086,12330,-18,12,Forest products-paperlumber,9
2533770,FALSE,Retailing,Fred Meyer,Mr. Robert G Miller,Louisville,MS,50,,,,,,none,0,0,,,3,3,505610,409251,693912,925000,,0.625,2979,70.9,19,Retailing-drugdiscount,6
2528790,FALSE,Retailing,Venture Stores,Mr. JulianSeeherman,Wilkes Barre,PA,64,Syracuse U,BA,51,21,,none,0,0,,,17,10,485000,233965,1809820,,4430300,0.625,1863,43.9,42,Retailing-drugdiscount,6
2515240,FALSE,Consumer,LeggettPlatt,Mr. Harry M Cornell Jr,Dutch East Indi,,65,U of Missouri,BS,50,21,,none,0,0,,,44,34,472731,340864,526470,1175170,6177530,3.094,1527,85.9,31,Consumer durables-home furnishings,18
2500000,FALSE,ComputersComm,Compaq Computer,Mr. EckhardPfeiffer,Germany,,52,Nuremberg Busin,BA,63,21,SMU,MBA,1,1,83,41,11,3,1000000,1500000,,,9649150,0.001,7191,462.2,22,Computerscommunications-major systems,16
2498540,FALSE,Food,Pet,Mr. Miles L Marsh,South Africa,,46,U of Cape Town,BA,70,22,Northwestern U,PhD,0,1,76,28,5,3,575084,322906,1600550,,5851760,0.24,1564,-100.4,3,Fooddrinktobacco-food processors,2
2489570,FALSE,Retailing,Gap,Mr. Donald G Fisher,San Francisco,CA,65,U of Cal Berkel,BS,50,21,,none,0,0,,,25,25,1397810,1082500,9259,,9866210,21.926,3296,258.4,37,Retailing-apparel,6
2477660,FALSE,Retailing,Carter Hawley Hale S,Mr. David L Dworkin,Cleveland,OH,50,Webster U,BA,74,30,,none,0,0,,,1,1,1000000,,1477660,,,0.00001,2093,-95.9,-34,Retailing-department stores,6
2462800,FALSE,ComputersComm,Bell Atlantic,Mr. Raymond W Smith,Pittsburgh,PA,56,Carnegie-Mellon,BS,59,21,U of Pittsburgh,MBA,1,1,67,29,35,5,808900,880700,773200,,12752200,0.027,12990,1481.6,12,Computerscommunications-telecommun,16
2451950,FALSE,Transport,Ryder System,Mr. M AnthonyBurns,Las Vegas,NV,51,Brigham Young U,BS,64,21,U of Cal Berkel,MBA,1,1,65,22,20,11,725000,460000,16861,1250090,6896010,0.129,4217,114.7,5,Transport-shipping,7
2440490,FALSE,Aerospacedefense,United Technologies,Mr. GeorgeDavid,Bryn Mawr,PA,52,Harvard,BA,65,23,U of Virginia,MBA,1,1,67,25,19,1,770833,600000,905529,164124,,0.054,20736,487,10,Aerospacedefense,11
2430100,FALSE,Construction,Morrison Knudsen,Mr. William J Agee,Boise,ID,56,U of Idaho,BS,60,22,Harvard,MBA,1,1,63,25,6,6,750000,950000,730095,,9576770,0.563,2723,35.8,10,Construction-builders,0
2427560,FALSE,Capital goods,Tyco International,Mr. L DennisKozlowski,Irvington,NJ,47,Seton Hall C,BA,68,21,,none,0,0,,,19,2,920000,,1507560,,,0.589,3133,79.2,8,Capital goods-other industrial equipment,14
2379490,FALSE,Consumer,Fleetwood Enterprise,Mr. John C Crean,Bowden,ND,68,,,,,,none,0,0,,,44,44,111000,1468530,799959,,13119600,17.533,2207,60,10,Consumer durables-recreation equipment,18
2378680,FALSE,Consumer,Colgate-Palmolive,Mr. ReubenMark,Jersey City,NJ,55,Middlebury C,BA,60,21,Harvard,MBA,1,1,63,24,31,10,900833,1264000,93949,119898,32532100,0.33,7141,548.1,22,Consumer nondurables-personal products,18
2375840,FALSE,Financial,Beneficial Corp,Mr. Finn M W Caspersen,New York,NY,52,Brown,AB,63,21,Harvard,LLB,0,1,66,24,22,18,1483500,,892340,,8920710,2.872,1958,186,15,Financial services-leasefinance,1
2369230,FALSE,Financial,First Alabama Bancsh,Mr. J StanleyMackin,Birmingham,AL,61,Auburn U,BS,54,21,,none,0,0,,,28,4,525000,330383,1295470,218369,5345840,0.248,688,112,20,Financial services-regional banks,1
2360510,FALSE,Retailing,Best Buy,Mr. Richard M Schulze,St. Paul,MN,53,,,,,,none,0,0,,,28,28,492308,175000,26548,1666660,3949360,25.213,2427,31.1,62,Retailing-consumer electronics,6
2359970,FALSE,Food,UST Inc,Mr. Vincent A Gierer Jr,New York,NY,46,Iona C,BBA,69,21,,none,0,0,,,16,1,560000,1536090,14150,249725,,0.251,1080,368.9,19,Fooddrinktobacco-tobacco,0
2356200,FALSE,ComputersComm,Intel,Dr. Andrew S Grove,Hungary,,57,CUNY City,BS,60,23,U of Cal Berkel,PhD,0,1,63,26,26,7,360000,1823700,172500,,11387600,0.11,8782,2295.3,39,Computerscommunications-peripherals,16
2345800,FALSE,Retailing,JC Penney,Mr. William R Howell,Claremore,OK,58,U of Oklahoma,BBA,58,22,,none,0,0,,,36,11,691967,1048880,532992,71956,10613300,0.072,19578,944,19,Retailing-department stores,6
2341180,FALSE,Insurance,Aetna LifeCasualty,Mr. Ronald E Compton,Chicago,IL,61,Northwestern U,BA,54,21,,none,0,0,,,40,2,775000,550000,68813,947362,4002120,0.017,17118,-588.3,7,Insurance-diversified,4
2339510,FALSE,ComputersComm,Pacific Telesis Grou,Mr. SamGinn,St Clair,AL,57,Auburn U,BS,59,22,,none,0,0,,,34,6,743542,793200,802765,,10510000,0.005,9244,191,14,Computerscommunications-telecommun,16
2331260,FALSE,Metals,USX-US Steel,Mr. Charles A Corry,Cincinnati,OH,62,U of Cincinnati,BA,55,23,U of Cincinnati,JD,0,1,59,27,35,5,946667,750000,194591,440000,8174890,0.02,5612,-169,9,Metals-steel,5
2331120,FALSE,Consumer,Sunbeam-Oster,Mr. RogerSchipke,St. Louis,MO,57,Washington U,BS,58,21,NYU,MBA,1,1,61,24,1,1,1000000,209589,1121530,,,0.225,1066,88.8,29,Consumer durables-appliances,18
2321800,FALSE,Insurance,Providian,Mr. Irving W Bailey II,Cambridge,MA,52,U of Colorado,BA,63,21,NYU,MBA,1,1,68,26,13,6,666154,457400,551490,646759,10178200,0.148,2884,322.7,15,Insurance-lifehealth,4
2320630,FALSE,Construction,Pulte,Mr. Robert K Burgess,Canada,,50,Michigan State,BS,66,22,,none,0,0,,,11,1,350000,625000,1500,1344130,,0.018,1633,77.8,20,Construction-builders,0
2318730,FALSE,Financial,Meridian Bancorp,Mr. Samuel A McCullough,Pittsburgh,PA,55,U of Pittsburgh,BBA,60,21,,none,0,0,,,19,16,600000,308500,36000,1374230,5707720,0.149,1247,150.5,14,Financial services-regional banks,1
2295300,FALSE,ComputersComm,GTE,Mr. Charles R Lee,Pittsburgh,PA,54,Cornell,BA,62,22,Harvard,MBA,1,1,64,24,11,2,728846,1016800,214167,335488,6362590,0.006,19748,990,12,Computerscommunications-telecommun,16
2271460,FALSE,Aerospacedefense,Textron,Mr. James F Hardymon,Maysville,KY,59,U of Kentucky,BS,56,21,U of Kentucky,MS,0,1,58,23,4,2,725000,950000,596461,,6408090,0.015,9078,379.1,19,Aerospacedefense,11
2271190,FALSE,Financial,Northern Trust,Mr. David W Fox,Aurora,IL,62,U of Notre Dame,BS,53,21,U of Chicago,MBA,1,1,58,26,39,4,616250,414982,715163,524792,7935770,0.306,1259,167.9,23,Financial services-regional banks,1
2258990,FALSE,Financial,Chemical Banking,Mr. Walter V Shipley,Newark,NJ,58,NYU,BS,61,25,,none,0,0,,,38,1,750000,1500000,8994,,,0.047,12427,1569,6,Financial services-multinational banks,1
2258840,FALSE,ComputersComm,Harris Corp,Mr. John T Hartley,Jacksonville,FL,64,Auburn U,BS,55,25,,none,0,0,,,38,8,567500,560780,423795,706768,7321290,0.315,3179,119.6,15,Computerscommunications-major systems,16
2251800,FALSE,Capital goods,Dover,Mr. Gary L Roubos,Denver,CO,57,U of Colorado,BS,59,22,Harvard,MBA,1,1,63,26,24,13,610000,300000,324979,1016820,7290870,0.159,2484,158.3,20,Capital goods-other industrial equipment,14
2246120,FALSE,Food,Supervalu,Mr. Michael W Wright,Minneapolis,MN,55,U of Minnesota,BA,61,22,U of Minnesota,JD,0,1,63,24,17,13,675000,810000,14594,746528,6842950,0.22,16104,182.6,10,Food distributors-food wholesalers,2
2239950,FALSE,Utility,Houston Industries,Mr. Don D Jordan,Corp Christi,TX,62,U of Texas Aust,BBA,54,22,S Texas Col of,JD,0,1,69,37,38,17,829500,,1410450,,6749680,0.047,4324,416,13,Electric utilities-south central,19
2229870,FALSE,Business,Xerox,Mr. Paul A Allaire,Worcester,MA,55,Worcester Polyt,BSE,60,21,Carnegie-Mellon,MSIA,0,1,66,27,28,4,763330,500000,88551,877984,7556470,0.034,17334,-126,15,Business-supplies,13
2224530,FALSE,Financial,Federal Home Loan Mo,Mr. Leland C Brendsel,Sioux Falls,SD,52,U of Colorado,BS,67,25,Northwestern U,PhD,0,1,73,31,12,7,770000,462000,992532,,6348920,0.043,5584,786,23,Financial services-leasefinance,1
2196910,FALSE,ComputersComm,MCI Communications,Mr. Bert C Roberts Jr,Kansas City,MO,51,Johns Hopkins U,BS,65,22,,none,0,0,,,22,2,800000,900000,496906,,6587730,0.075,11921,627,11,Computerscommunications-telecommun,16
2193570,FALSE,Retailing,Federated Department,Mr. Allen I Questrom,Boston,MA,54,Boston U,BA,64,24,,none,0,0,,,4,4,1200000,,993572,,8239230,0.004,7229,196.8,18,Retailing-department stores,6
2190870,FALSE,Retailing,TJX Cos,Mr. BernardCammarata,Brooklyn,NY,54,,,,,,none,0,0,,,18,5,738942,462282,989642,,7977850,0.312,3627,127,14,Retailing-apparel,6
2187170,FALSE,Capital goods,Illinois Tool Works,Mr. John D Nichols,China,,63,Harvard,BA,53,22,Harvard,MBA,1,1,55,24,14,12,600000,567600,1019570,,16253000,0.367,3159,206.6,21,Capital goods-other industrial equipment,14
